Vernr,Bokföringsdatum,Registreringsdatum,Konto,Benämning,Ks,Projnr,Verifikationstext,Transaktionsinfo,Debet,Kredit
K358,2025-10-24,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"992,80"
K358,2025-10-24,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"248,20"
K358,2025-10-24,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"248,20",
K358,2025-10-24,2025-10-31,1960,Mynt,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"992,80",
K358,2025-10-24,2025-10-31,4599,"Justering, omvänd moms",,,FS *dripify,,"992,80",
K358,2025-10-24,2025-10-31,5420,Programvaror,,,FS *dripify,,,"992,80"
K359,2025-10-01,2025-10-26,5810,Biljetter,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to Kolomolo hackathon,"63,20",
K359,2025-10-01,2025-10-26,2640,Ingående moms,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to Kolomolo hackathon,"15,80",
K359,2025-10-01,2025-10-26,1960,Mynt,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to Kolomolo hackathon,,"79,00"
K360,2025-10-03,2025-10-26,5810,Biljetter,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to and from Kolomolo hackathon,"63,20",
K360,2025-10-03,2025-10-26,2640,Ingående moms,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to and from Kolomolo hackathon,"15,80",
K360,2025-10-03,2025-10-26,1960,Mynt,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to and from Kolomolo hackathon,,"79,00"
K361,2025-10-06,2025-10-26,1610,Kortfristiga fordringar hos anställda,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Debiterade företagskortet av misstag,"40,00",
K361,2025-10-06,2025-10-26,1960,Mynt,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Debiterade företagskortet av misstag,,"40,00"
K362,2025-10-13,2025-10-26,1610,Kortfristiga fordringar hos anställda,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Debiterade företagskortet av misstag,"43,00",
K362,2025-10-13,2025-10-26,1960,Mynt,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Debiterade företagskortet av misstag,,"43,00"
K363,2025-10-17,2025-10-26,5810,Biljetter,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to and from Outsystems hackathon,"140,57",
K363,2025-10-17,2025-10-26,2640,Ingående moms,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to and from Outsystems hackathon,"8,43",
K363,2025-10-17,2025-10-26,1960,Mynt,,,Voi SE,Peder Burenstam Linder - 9022 physical - Default card. Transport to and from Outsystems hackathon,,"149,00"
K364,2025-10-02,2025-10-31,4535,"Inköp av tjänster från annat EU-land, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1146,77",
K364,2025-10-02,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"286,69",
K364,2025-10-02,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"286,69"
K364,2025-10-02,2025-10-31,1960,Mynt,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1146,77"
K364,2025-10-02,2025-10-31,4599,"Justering, omvänd moms",,,Google GSUITEcillers.com,,,"1146,77"
K364,2025-10-02,2025-10-31,5420,Programvaror,,,Google GSUITEcillers.com,,"1146,77",
K365,2025-10-02,2025-10-31,4535,"Inköp av tjänster från annat EU-land, 25 %",,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,"84,62",
K365,2025-10-02,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,"21,16",
K365,2025-10-02,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"21,16"
K365,2025-10-02,2025-10-31,1960,Mynt,,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"84,62"
K365,2025-10-02,2025-10-31,4599,"Justering, omvänd moms",,,SLACK T06TQUCT19D,,,"84,62"
K365,2025-10-02,2025-10-31,5420,Programvaror,,,SLACK T06TQUCT19D,,"84,62",
K366,2025-10-07,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"10208,30",
K366,2025-10-07,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"2552,08",
K366,2025-10-07,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2552,08"
K366,2025-10-07,2025-10-31,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"10208,30"
K366,2025-10-07,2025-10-31,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"10208,30"
K366,2025-10-07,2025-10-31,5420,Programvaror,,,"OPENROUTER, INC",,"10208,30",
K367,2025-10-17,2025-10-31,4535,"Inköp av tjänster från annat EU-land, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"540,00",
K367,2025-10-17,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"135,00",
K367,2025-10-17,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"135,00"
K367,2025-10-17,2025-10-31,1960,Mynt,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"540,00"
K367,2025-10-17,2025-10-31,4599,"Justering, omvänd moms",,,FRAMER.COM,,,"540,00"
K367,2025-10-17,2025-10-31,5420,Programvaror,,,FRAMER.COM,,"540,00",
K368,2025-10-26,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"378,71",
K368,2025-10-26,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"94,68",
K368,2025-10-26,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"94,68"
K368,2025-10-26,2025-10-31,1960,Mynt,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"378,71"
K368,2025-10-26,2025-10-31,4599,"Justering, omvänd moms",,,Mailchimp,,,"378,71"
K368,2025-10-26,2025-10-31,5420,Programvaror,,,Mailchimp,,"378,71",
K369,2025-10-30,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1407,08",
K369,2025-10-30,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"351,77",
K369,2025-10-30,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"351,77"
K369,2025-10-30,2025-10-31,1960,Mynt,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1407,08"
K369,2025-10-30,2025-10-31,4599,"Justering, omvänd moms",,,AIRTABLE.COM/BILL,,,"1407,08"
K369,2025-10-30,2025-10-31,5420,Programvaror,,,AIRTABLE.COM/BILL,,"1407,08",
K370,2025-10-31,2025-11-01,6540,IT-tjänster,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"295,00",
K370,2025-10-31,2025-11-01,2640,Ingående moms,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"73,75",
K370,2025-10-31,2025-11-01,1960,Mynt,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"368,75"
K371,2025-10-25,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"222,64",
K371,2025-10-25,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"13,36",
K371,2025-10-25,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"236,00"
K372,2025-10-04,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"195,28",
K372,2025-10-04,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"11,72",
K372,2025-10-04,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"207,00"
K373,2025-10-10,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"131,13",
K373,2025-10-10,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"7,87",
K373,2025-10-10,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"139,00"
K374,2025-10-03,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"93,40",
K374,2025-10-03,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"5,60",
K374,2025-10-03,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"99,00"
K375,2025-10-02,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"170,75",
K375,2025-10-02,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"10,25",
K375,2025-10-02,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"181,00"
K376,2025-10-02,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"131,13",
K376,2025-10-02,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"7,87",
K376,2025-10-02,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"139,00"
K377,2025-09-16,2025-11-01,5810,Biljetter,,,UBER * PENDING,Per Lange - 7764 virtual - Online.,"131,13",
K377,2025-09-16,2025-11-01,2640,Ingående moms,,,UBER * PENDING,Per Lange - 7764 virtual - Online.,"7,87",
K377,2025-09-16,2025-11-01,1960,Mynt,,,UBER * PENDING,Per Lange - 7764 virtual - Online.,,"139,00"
K378,2025-09-16,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"131,13",
K378,2025-09-16,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"7,87",
K378,2025-09-16,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"139,00"
K379,2025-09-13,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"132,08",
K379,2025-09-13,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"7,92",
K379,2025-09-13,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"140,00"
K380,2025-09-12,2025-11-01,6072,"Representation, ej avdragsgill",,,SIN RAMEN,"Per Lange - 0481 physical - Default card. Participants: Richard Löfgren, AWS. Edvard, AWS. lunch aw","736,61",
K380,2025-09-12,2025-11-01,2640,Ingående moms,,,SIN RAMEN,"Per Lange - 0481 physical - Default card. Participants: Richard Löfgren, AWS. Edvard, AWS. lunch aw","88,39",
K380,2025-09-12,2025-11-01,1960,Mynt,,,SIN RAMEN,"Per Lange - 0481 physical - Default card. Participants: Richard Löfgren, AWS. Edvard, AWS. lunch aw",,"825,00"
K381,2025-09-06,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"131,13",
K381,2025-09-06,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"7,87",
K381,2025-09-06,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"139,00"
K382,2025-08-28,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"200,00",
K382,2025-08-28,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"12,00",
K382,2025-08-28,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"212,00"
K383,2025-08-27,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"66,04",
K383,2025-08-27,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"3,96",
K383,2025-08-27,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"70,00"
K384,2025-08-27,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"230,19",
K384,2025-08-27,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"13,81",
K384,2025-08-27,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"244,00"
K385,2025-08-27,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"214,15",
K385,2025-08-27,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"12,85",
K385,2025-08-27,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"227,00"
K386,2025-08-21,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"188,68",
K386,2025-08-21,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"11,32",
K386,2025-08-21,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"200,00"
K387,2025-10-22,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"234,91",
K387,2025-10-22,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"14,09",
K387,2025-10-22,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"249,00"
K388,2025-10-22,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"277,36",
K388,2025-10-22,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"16,64",
K388,2025-10-22,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"294,00"
K389,2025-10-17,2025-11-01,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"181,13",
K389,2025-10-17,2025-11-01,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"10,87",
K389,2025-10-17,2025-11-01,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"192,00"
K390,2025-08-27,2025-11-01,5830,Kost och logi,,,7-Eleven 4218126,Per Lange - 0481 physical - Default card. Havremjölk + mjölk till hackathon,"186,61",
K390,2025-08-27,2025-11-01,2640,Ingående moms,,,7-Eleven 4218126,Per Lange - 0481 physical - Default card. Havremjölk + mjölk till hackathon,"22,39",
K390,2025-08-27,2025-11-01,1960,Mynt,,,7-Eleven 4218126,Per Lange - 0481 physical - Default card. Havremjölk + mjölk till hackathon,,"209,00"
K391,2025-08-27,2025-11-01,5810,Biljetter,,,UBER   *TRIP,Per Lange - 7764 virtual - Online.,"18,87",
K391,2025-08-27,2025-11-01,2640,Ingående moms,,,UBER   *TRIP,Per Lange - 7764 virtual - Online.,"1,13",
K391,2025-08-27,2025-11-01,1960,Mynt,,,UBER   *TRIP,Per Lange - 7764 virtual - Online.,,"20,00"
K392,2025-10-12,2025-11-03,5810,Biljetter,,,HYRE* B2237692,Per Lange - 7764 virtual - Online.,"135,75",
K392,2025-10-12,2025-11-03,1960,Mynt,,,HYRE* B2237692,Per Lange - 7764 virtual - Online.,,"135,75"
K393,2025-10-11,2025-11-03,5810,Biljetter,,,HYRE* B2237692,Per Lange - 7764 virtual - Online.,"652,00",
K393,2025-10-11,2025-11-03,1960,Mynt,,,HYRE* B2237692,Per Lange - 7764 virtual - Online.,,"652,00"
K394,2025-10-01,2025-11-03,5810,Biljetter,,,HYRE* B2218518,Per Lange - 7764 virtual - Online.,"168,50",
K394,2025-10-01,2025-11-03,1960,Mynt,,,HYRE* B2218518,Per Lange - 7764 virtual - Online.,,"168,50"
K395,2025-10-01,2025-11-03,5810,Biljetter,,,HYRE* B2218518,Per Lange - 7764 virtual - Online.,"583,00",
K395,2025-10-01,2025-11-03,1960,Mynt,,,HYRE* B2218518,Per Lange - 7764 virtual - Online.,,"583,00"
K396,2025-10-14,2025-11-03,5810,Biljetter,,,NAS INFLIGHT WIFI,Per Lange - 7764 virtual - Online. Internet på flyg,"67,94",
K396,2025-10-14,2025-11-03,1960,Mynt,,,NAS INFLIGHT WIFI,Per Lange - 7764 virtual - Online. Internet på flyg,,"67,94"
K397,2025-11-03,2025-11-04,6990,Övriga externa kostnader,,,M&S RB Bromma,Ellinor Nilsson - 4539 virtual - Online. Chas academy hackathon 4:e nov,"2456,70",
K397,2025-11-03,2025-11-04,2640,Ingående moms,,,M&S RB Bromma,Ellinor Nilsson - 4539 virtual - Online. Chas academy hackathon 4:e nov,"346,39",
K397,2025-11-03,2025-11-04,1960,Mynt,,,M&S RB Bromma,Ellinor Nilsson - 4539 virtual - Online. Chas academy hackathon 4:e nov,,"2803,09"
K398,2025-08-28,2025-11-04,6990,Övriga externa kostnader,,,Mynt subscription fee,,"99,00",
K398,2025-08-28,2025-11-04,2640,Ingående moms,,,Mynt subscription fee,,"24,75",
K398,2025-08-28,2025-11-04,1960,Mynt,,,Mynt subscription fee,,,"123,75"
K399,2025-09-28,2025-11-04,6990,Övriga externa kostnader,,,Mynt subscription fee,,"99,00",
K399,2025-09-28,2025-11-04,2640,Ingående moms,,,Mynt subscription fee,,"24,75",
K399,2025-09-28,2025-11-04,1960,Mynt,,,Mynt subscription fee,,,"123,75"
K400,2025-10-22,2025-11-04,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"3853,64",
K400,2025-10-22,2025-11-04,2645,Beräknad ingående moms på förvärv från utlandet,,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"963,41",
K400,2025-10-22,2025-11-04,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"963,41"
K400,2025-10-22,2025-11-04,1960,Mynt,,,ANTHROPIC  CLAUDE TEAM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"3853,64"
K401,2025-11-03,2025-11-04,4535,"Inköp av tjänster från annat EU-land, 25 %",,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,"85,36",
K401,2025-11-03,2025-11-04,2645,Beräknad ingående moms på förvärv från utlandet,,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,"21,34",
K401,2025-11-03,2025-11-04,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"21,34"
K401,2025-11-03,2025-11-04,1960,Mynt,,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"85,36"
K402,2025-11-02,2025-11-04,4535,"Inköp av tjänster från annat EU-land, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1180,09",
K402,2025-11-02,2025-11-04,2645,Beräknad ingående moms på förvärv från utlandet,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"295,02",
K402,2025-11-02,2025-11-04,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"295,02"
K402,2025-11-02,2025-11-04,1960,Mynt,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1180,09"
K403,2025-11-05,2025-11-05,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"20000,00"
K403,2025-11-05,2025-11-05,1960,Mynt,,,Transfer (Deposit),,"20000,00",
K404,2025-11-05,2025-11-06,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"7220,90",
K404,2025-11-05,2025-11-06,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"1805,23",
K404,2025-11-05,2025-11-06,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1805,23"
K404,2025-11-05,2025-11-06,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"7220,90"
K405,2025-11-05,2025-11-08,6990,Övriga externa kostnader,,,ICA Kvantum Sodermalm,Ellinor Nilsson - 4539 virtual - Online. Godis till hackathon Chas academy 2025-11-04,"293,58",
K405,2025-11-05,2025-11-08,2640,Ingående moms,,,ICA Kvantum Sodermalm,Ellinor Nilsson - 4539 virtual - Online. Godis till hackathon Chas academy 2025-11-04,"73,40",
